poiId,city,poiName,commentCount,commentScore,heatScore,sightLevelStr,price,latitude,longitude,tagNameList,shortFeatures,reference_time,summary,opening_hours
10535063,Taiyuan,Yifen Park,80,4.6,1.4,,0.0,37.879781,112.518682,City Parks,,1 hour,,Opens at 06:00-22:00
13526174,Taiyuan,Baoyuan Aged Vinegar Workshop,39,4.6,4.6,4A,49.0,37.507862,112.36861,Factories,Visit the brewing process of Shanxi aged vinegar.,1-2 hours,"""Baoyuan Fang"" was established in the third year of the Xuande period of the Ming Dynasty (1428), with a history of nearly 600 years. Baoyuan Old Vinegar was once a royal tribute during the Ming and Qing Dynasties, contributing to the glorious history of Shanxi vinegar industry. However, with the passage of time, during the Republic of China period, due to years of famine and war in the Jinzhong region, Baoyuan Fang closed its doors.",Open at 08:00-17:30(Admission ends at 17:30)
145382658,Taiyuan,Shanxi Noodle Museum,0,0.0,2.3,,0.0,37.839546,112.510375,,,,,
33553155,Taiyuan,Shanxi Natural Museum,61,4.6,4.4,,0.0,37.867384,112.532121,Museums; Venue exhibition hall,There are many ore specimens and paleontological fossils,2-3 hours,,Open at  09:00-17:00(Admission ends at 16:00)
39266019,Taiyuan,Taiyuan Museum,48,4.5,4.7,,0.0,37.805328,112.533685,Museums; City coordinates; Buildings by Famous Architects,Landmark Building on the Grand Platform Square of Cultural Island,2-3 hours,,Open at  09:00-17:00(Admission ends at 16:00)
18512301,Taiyuan,Xuanquan Temple,7,4.6,2.7,,0.0,37.983646,112.376143,Temples,Buddhist temple perched on a cliff,1 hour,,Open at 9:00-17:00
77968,Taiyuan,Chunyang Palace,348,4.4,5.2,,30.0,37.862451,112.572288,Museums; Venue exhibition hall; Taoist Temples,Viewing ancient cultural relics in Taoist temples,1-2 hours,"Chunyang Palace is a famous Taoist temple. In the northwest corner of Wuyi Square, Taiyuan City, Shanxi Province. Also known as Lu Zu Temple. It was built in Yuan Dynasty, rebuilt in Wanli period of Ming Dynasty (1573-1620), and renovated and expanded in Qianlong period of Qing Dynasty (1736-1795). There is a wooden memorial archway with four columns and three floors in front, and the main buildings in it are Lv Zu Hall, Cloister Pavilion, Wei Pavilion, auxiliary room, brick coupon cave dwelling, Guan Gong Pavilion, etc. The main building, Lu Zu Hall, is three rooms wide and magnificent. The hall originally housed the statue of Lu Dongbin; The two courtyards at the back of the palace, each composed of pavilion-style buildings, are strewn at random, twists and turns, and have a unique form; The Wei Pavilion in the backyard is the tallest building in the palace. Looking around the pavilion, the scenery of the urban area is vivid in my mind. Each of the four corners of the palace is built with an octagonal Zanjian pavilion. It used to be one of the famous Taoist temples in Taiyuan.",Open at  09:00-17:00(Admission ends at 16:30)
77989,Taiyuan,Taiyuan Forest Park,61,4.6,3.3,4A,0.0,37.909427,112.533989,Golf Courses; City Parks,The park features a golf course and a hunting ground.,2-3 hours,"Located in the northern district of Taiyuan, covering an area of 224 hectares, this recently constructed urban artificial forest park is one of the rare examples of its kind in China. The park combines natural scenery such as mountains, valleys, flowing streams, pavilions, bridges, and fragrant flowers with modern recreational and sports facilities. Additionally, it features a plant-themed garden, a hunting ground, and a primitive simulation club, making it a popular destination for both locals and visitors from home and abroad.",Opens at 07:00-23:00
18512238,Taiyuan,China Fushan Garden,19,4.1,2.3,,50.0,38.007738,112.462064,Garden Garden,,1-2 hours,,Open at 08:30-18:30
18515648,Taiyuan,Nanzhai Park,41,4.5,1.5,,0.0,37.978319,112.533573,City Parks,The nursery was transformed into a river running through it,0.5-1 hour,,Open at 8:30-17:00
80017,Taiyuan,Fenhe Park,260,4.7,4.2,4A,0.0,37.879709,112.535186,English: Treasure spots for taking kids out.; City Parks,Enjoy the sunset beauty of the Fen River.,1-3 hours,,Open at 08:00-18:00
75611,Shanghai,The Bund,152352,4.8,10.0,,0.0,31.23777,121.490603,Walking baby treasure land; Neighborhood Walk; Featured Neighborhoods; Nighttime sightseeing,Enjoy the architecture of all countries and the beautiful view of Pujiang River,1-3 hours,"· Located on the banks of Huangpu River in Huangpu District, downtown Shanghai, it is one of the most symbolic attractions of Shanghai. 
· About 1.5 kilometers long, strolling from south to north, on the left hand side is the wide Zhongshan East First Road, with dozens of foreign buildings with different styles lined up along the roadside. 
Close to the Huangpu River, the mother river of Shanghai, huge ships shuttle across the river, while skyscrapers such as Jinmao Tower and World Financial Center stand on the other side of the river. 
At night, neon lights shine on both sides of the Pujiang River, which is suitable for strolling on the Bund with your lover and feeling the charm and romance of the ""city that never sleeps"".","Open year round, 24/7"
75627,Shanghai,Oriental Pearl Tower,149777,4.7,8.8,5A,195.0,31.239774,121.499768,Kid-friendly treasure spot; Observation deck; Modern Architecture; Observation Decks; Nighttime sightseeing,Enjoy the 360-degree view of Shanghai's landmarks.,2-3 hours,"- Adjacent to the Huangpu River, facing the Bund across the river, it is one of Shanghai's iconic cultural landmarks.
- A multifunctional complex that integrates urban sightseeing, fashionable dining, shopping, entertainment, historical exhibitions, Huangpu River tours, and conferences and performances. It is one of the first batch of 5A-level tourist attractions in China.
- At 468 meters tall, it has 11 spheres connected from top to bottom. The rotating restaurant located at 267 meters is an excellent spot for a 360° view of Shanghai's nightscape.
- At 259 meters, there is a suspended sightseeing corridor. The passage features a steel structure with glass flooring and walls, offering a panoramic view of the Huangpu River and Lujiazui.",Opens at 09:00-21:00(Admission ends at 20:30)
10524119,Shanghai,Nanjing Road Pedestrian Street,43647,4.7,7.2,,0.0,31.237542,121.484593,Block stroll; Night tour viewing; Featured Neighborhoods; Nighttime sightseeing,Shanghai's famous commercial pedestrian street,1-3 hours,"· One of the top ten famous pedestrian streets in China, it is the earliest commercial street established after Shanghai opened as a port. 
· This is the gathering place of department stores, with a complete range of goods, and it is a shopper's paradise. 
Creative urban sculptures can be seen everywhere, and there are a large number of chairs in the middle of the street for tourists to sit, which is full of literary and fashionable atmosphere. 
· On the Nanjing Road Pedestrian Street, you can see clangding cars shuttling back and forth like smaller versions of old trams. It has the flavor of old Shanghai, so you might as well experience it.","Open year round, 24/7"
76144,Shanghai,Shanghai Museum,3951,4.7,8.0,4A,0.0,31.22829,121.47558,Museum; Venue Exhibition Hall,A world-renowned famous museum,3-6 hours,"- The Shanghai Museum is a large museum of ancient Chinese art, with 12 thematic galleries and a collection of over 120,000 exquisite artifacts.
- The museum features historical relics from various dynasties, with a particular focus on ancient bronze, ceramics, calligraphy, and paintings.
- Notable treasures include the Western Zhou ""Da Ke Ding"" (Great Ke Ding), the Spring and Autumn period ""Zi Zhong Jiang Pan"" (Zizhong Jiang Dish), the Tang Dynasty ""Gao Yi Tu"" (Painting of Gao Yi), and Wang Xianzhi's ""Ya Tou Wan Tie"" (Duck Head Pill Script) from the Eastern Jin Dynasty.
- Additionally, the museum regularly hosts special exhibitions, featuring a variety of domestic and international artifacts, artworks, calligraphy, and paintings.",Open at  09:00-17:00(Admission ends at 16:00)
13412802,Shanghai,Shanghai Disney Resort,242811,4.7,10.0,,399.0,31.142003,121.665534,Hi Play Park; Treasure place for walking babies; Theme Parks; Nighttime sightseeing,A dream paradise full of joy and childlike innocence,1-2 days,"Shanghai Disneyland is the first Disney theme park in mainland China. Welcome to an unprecedented magical world. 
The park is divided into seven theme parks: Mickey Street, Fantasy Garden, Fantasy World, Adventure Island, Treasure Bay, Tomorrowland and Disney Pixar Toy Story. 
· The park has the world's largest Disney castle ""Fantasy Fairy Tale Castle"". Visitors can interact with many Disney friends in the park and experience a unique immersive experience. 
It is recommended to download the official APP of Shanghai Disney Resort in advance, check the park map, waiting time, project and performance time, and receive FP, etc.",Opens at 08:30-21:30
75615,Shanghai,Yuyuan Garden,47117,4.7,8.3,4A,40.0,31.227071,121.492127,Kid-friendly Hidden Gems; Gardens and Parks; Nighttime sightseeing,Well-preserved century-old classical garden,1-2 hours,"Yu Garden is located in the northeastern part of the Yu Garden Tourist and Commercial Area in Shanghai, adjacent to the City God Temple of Shanghai and the Yu Garden Tourist Mall. It is a classical southern Chinese garden, renowned both at home and abroad as a famous scenic spot and tourist attraction. In 1982, it was approved by the State Council as a national key cultural relics protection unit. 

Originally a private garden from the Ming Dynasty, Yu Garden was built during the Jiajing and Wanli reigns, making it over 450 years old. The garden's owner, Pan Yunduan, was once the governor of Sichuan. 

Today, Yu Garden covers an area of approximately 2 hectares, with pavilions, rock formations, and trees arranged in picturesque and harmonious ways. It is known for its serene beauty, delicate designs, and the distinctive feature of ""greatness within smallness,"" reflecting the artistic style of Jiangnan gardens from the Ming and Qing dynasties. Within the garden, historical sites such as the ""Zangshu Tower,"" the birthplace of ""Shanghai School"" painting and calligraphy, and the ""Dianchun Hall,"" the headquarters of the Shanghai Xiaodao Hui uprising, are still preserved. Throughout history, Yu Garden has been praised by scholars, being called ""the most exquisitely beautiful in the southeast"" and ""the crown of southeastern gardens.""",Open at  09:00-16:30(Admission ends at 16:00)
80261,Shanghai,Shanghai Science and Technology Museum,33158,4.7,6.5,5A,45.0,31.218148,121.541359,Exploring the Exhibition Hall; Hidden Gems for Kids; Science & Technology Museums,A science popularization paradise that combines education and entertainment.,0.5-1 day,"· It is the largest science popularization education venue in Shanghai, where you can learn about natural science in all aspects through various modern equipment.  
· The museum includes five main exhibition halls, such as the Earth and Sky Hall, Life Hall, and Wisdom Hall, along with seven exhibition areas, a 3D giant screen, a planetarium, and four other cinemas.  
· The exhibits are abundant, with hundreds of exquisite wild animal specimens, robot performances with various functions, and displays of various technological inventions.  
· The museum covers a wealth of natural knowledge and scientific technology, with interactive sections for children to participate, experience, and engage, making it a great destination for family visits.",Opening hours TBD
91002,Shanghai,People's Square,10097,4.7,5.9,,0.0,31.229142,121.474776,Walking baby treasure land; City coordinates; Squares; Nighttime sightseeing,Shanghai Landmark and Transportation Hub,1-2 hours,"People's Square is the largest public square in Shanghai. It was transformed from the ""largest horse racing hall in the Far East"" in the concession era, and it is also a landmark of Shanghai. 
People's Square in a broad sense is mainly composed of open squares, People's Park, Shanghai Grand Theatre, Shanghai Museum and other buildings. 
Hong Kong Famous Street, Di Mei Shopping Center and Old Shanghai 1930 Style Street are built underground in the square, showing the old appearance of Shanghai in 1930s. 
There is a fountain in the center of the square, which sprays water about every half hour at night. It is beautiful under various lights and is a good place to enjoy the cool air.","Open year round, 24/7"
10524092,Shanghai,Xintiandi,1552,4.7,5.3,,0.0,31.221249,121.474704,Block stroll; Night tour viewing; Featured Neighborhoods; Nighttime sightseeing,Fashion landmark in Shikumen,3-4 hours,"· Based on the unique old Shikumen building area in Shanghai, it is an urban tourist attraction with Shanghai's historical and cultural features and the integration of Chinese and western areas. 
It is divided into Beili and Nanli. Beili is composed of many old Shikumen houses, with many high-end consumption places and restaurants. 
Nanli is dominated by modern buildings, supplemented by old buildings in Shikumen, and has stationed in distinctive merchants, fashion stores loved by young people and other shopping shops. 
In addition to internationally renowned brand merchants, there are many new Asian designer brands, attracting many fashionistas at home and abroad.","Open year round, 24/7"
115425058,Shanghai,Shanghai History Museum - Ancient Shanghai,3,5.0,3.0,,0.0,31.230659,121.47099,Characteristic exhibition hall; venue exhibition hall; Art Museums,,1-2 hours,"The Shanghai City Museum of History is a museum that comprehensively reflects the historical development of Shanghai. Since its preparation in 1954, it has collected a large number of cultural relics and documents representing the historical process of Shanghai. The essence of them is in the Shanghai City Agricultural Exhibition Hall and Hongqiao Road. In a well-known display, you can see more than 400 cultural relics from the Shanghai City Museum of History. Majiabang culture, Songze culture and Liangzhu culture all have rich relics in Shanghai, witnessing the civilization created in Shanghai over 6000 years. Shanghai City History Museum was established in 1983 and was formerly known as Shanghai Historical and Cultural Relics Exhibition Hall. In 1991, the Shanghai History Museum was changed to its current name.",Open at  09:00-17:00(Admission ends at 16:00)
24302219,Shanghai,Lujiazui,3476,4.8,7.0,,0.0,31.235287,121.505659,Night tour viewing; Featured Neighborhoods; Nighttime sightseeing,World-renowned financial center,3-4 hours,"Lujiazui is located on the banks of the Huangpu River in Pudong New Area, across the river from the Bund. It is the leading financial and business district at home and abroad, and now it is the most attractive place in Shanghai. 
· Gathering high-rise buildings such as Oriental Pearl Tower, Shanghai International Convention Center and World Financial Center, the numerous skyscrapers make people feel as if they were in an urban forest. 
At night, standing on high-rise buildings and overlooking the brightly lit night scene, you will feel the modernity of first-tier cities even higher. 
· This is a place where fashionistas gather, all kinds of international brands, and a good place for shopping.","Open year round, 24/7"
10524091,Shanghai,Tianzifang,2316,4.5,6.4,,0.0,31.207933,121.469403,Neighborhood Walk; Featured Neighborhoods,Small alleys in Shanghai where literary shops gather,1-2 hours,"· Evolved from Shikumen Lane, the most distinctive lane in Shanghai, located in Puxi, it can be called one of the petty bourgeoisie places. 
The name is the nickname given by the painter Huang Yongyu. Young people with personality and literature and art first come to Shanghai and feel the unique personality of Tianzifang. 
Walking in Tianzifang, detour through a maze of alleys, specialty shops and art workshops inadvertently jump into sight. Everything from teahouses, open-air restaurants, open-air cafes, galleries, home furnishings to handicrafts, and many well-known creative studios in Shanghai.","Open year round, 24/7"
10558618,Shanghai,Shanghai Grand Theatre,281,4.7,3.7,,0.0,31.229375,121.47187,Theatre Theatre; Venue exhibition hall; Theater,Shanghai Art Hall with advanced facilities,2-3 hours,"Shanghai Grand Theatre covers an area of 11,528 square meters, with a total building area of 70,000 square meters and a total building height of 40 meters. The whole building has 2 floors underground, 6 floors ground and 2 floors top, totaling 10 floors. There are three theaters in the theater: a large theater with 1,800 seats for performing ballet, opera and symphony; A 550-seat middle theater is suitable for the performance of local opera and chamber music; There is also a small 250-seat theater for drama and song and dance performances. In addition, the auxiliary facilities of the Grand Theatre include the banquet hall on the roof of the eighth floor, the cultural exhibition hall and Maxim Cafe on the ground floor, and the underground garage that can accommodate more than 170 cars. Shanghai Grand Theatre, a crystal palace woven with musical notes, is an art hall integrating new technologies, new processes and new materials.",
79170,Shanghai,Zhujiajiao Ancient Town Scenic Area,3071,4.5,6.7,4A,0.0,31.110554,121.054339,Ancient Towns and Villages; Night Sightseeing; Nighttime sightseeing,Experience the ancient town of Shanghai amidst the green bricks and white walls.,0.5-1 day,"Zhujiajiao Ancient Town is located in Qingpu District, Shanghai, adjacent to the scenic area of Dianshan Lake. It is a typical water town in the Jiangnan region, characterized by interconnected waterways between streets and alleys, creating a very elegant environment. The town features gardens, historical sites, and numerous traditional snacks and boutique shops, making it the top choice for visiting ancient towns around Shanghai. Zhujiajiao is not very large and can be explored on foot, with a casual tour taking about half a day.  

Entering the town from the southern entrance, visitors first encounter Zhuxi Garden and the Cultural and Arts Museum. Zhuxi Garden is a delicate and compact garden open to the public for free. The Cultural and Arts Museum, on the other hand, is a uniquely designed modern white building that documents the local history and culture of Zhujiajiao through oil paintings and sculptures.  

After the museum, visitors reach North Street, bustling with pedestrians. Here, many snack shops offer famous treats such as Grandma’s Zongzi, Ancient Town Rice Balls, Braised Pork Knuckles, and various exquisite pastries. Walking slowly northward along North Street, visitors will find several uniquely designed bridges on the right, including Yongfeng Bridge and Taian Bridge. Across the river is Caohe Street, where attractions like the Qing Dynasty Post Office, Wang Chang Memorial Hall, Chenghuang Temple, and Yuanjin Zen Temple are located, all worth exploring.  

In addition to the attractions, the street also features many boutique shops, including the famous bookstore ""Cat’s Sky Castle."" On the right side of North Street, a large bridge spans the main river channel—this is the well-known Fangsheng Bridge of Zhujiajiao. Crossing Fangsheng Bridge to the other side of Caogang River, visitors will still find small waterways crisscrossing, with riverside boutique shops and snacks scattered around.  

Kezhi Garden, another notable attraction in Zhujiajiao, is a model of exquisite Jiangnan garden design, showcasing the essence of this architectural style and worth a visit.",Opens at 08:30-16:30
24652122,Shanghai,Qibao Ancient Town,349,4.4,4.9,4A,0.0,31.15303,121.354688,Ancient Town and Village; Night Tour and Sightseeing; Nighttime sightseeing,The ancient towns of Jiangnan with rich historical connotations.,2-4 hours,"· Built during the Northern Song Dynasty, it is located 5 kilometers from the city center of Shanghai and is an ancient town in Jiangnan that integrates tourism, sightseeing, dining, and leisure.

· The town is named after seven ""treasures"" said to be found there: the Golden Lotus Sutra, the Divine Tree, the Floating Bell, the Flying Buddha, the Golden Rooster, the Jade Chopsticks, and the Jade Axe.

· Qibao Old Street retains the characteristics of a Jiangnan water town within the metropolis, showcasing a blend of new and ancient cultural atmosphere, and has become one of Shanghai's scenic spots.

· The area is not large, consisting of only a few small streets. Its main attractions include Qibao Old Street, Qibao Pawnshop, Zhou's Micro Sculpture Museum, and Cricket Grass Hall.

· Qibao Old Street is also a food street, lined with famous local snacks such as Qibao square cakes, Qibao lamb, and rice wine marinated pork.","Open year round, 24/7"
10533456,Shanghai,World Expo Museum,595,4.7,6.0,,0.0,31.194384,121.481968,Museums; Venue exhibition hall,A museum that comprehensively displays the special topics of the Expo,0.5-1 day,"· The World Expo Museum is not only the first truly international museum in China, but also the unique museum in the world that comprehensively displays the special topics of the World Expo. 
The exhibition area of the museum is about 12,000 square meters, with 8 permanent exhibition halls and 3 temporary exhibition halls, gathering hundreds of precious cultural relics from all over the world. 
· You don't need to travel all over the world to experience the history of the World Expo for more than 150 years in Shanghai and learn about the host cities of previous World Expos.",Opening hours TBD
10524093,Shanghai,City God Temple Tourist Area,8491,4.7,7.4,,0.0,31.225803,121.492428,Block stroll; Night tour viewing; Featured Neighborhoods; Nighttime sightseeing,Shanghai Folk Customs Cultural Attractions,2-3 hours,"The Chenghuang Temple tourist area includes a large area such as the Old Chenghuang Temple, Yuyuan Garden and shopping, food and small commodities. It is a must-visit attraction for many people to come to Shanghai. 
""Yuyuan Garden"" and ""Old Town God's Temple"" are private gardens and Taoist temples in Ming Dynasty, and they need to buy tickets to visit. Other areas are basically open scenic spots. 
When night falls, the whole pedestrian street will become more magnificent, and bees who like photography must not miss it. 
For visitors who visit Shanghai for the first time, Chenghuang Temple is the first window to fully appreciate Shanghai's history, culture and customs, and taste authentic Shanghai snacks.","Open year round, 24/7"
81728,Shanghai,Shanghai Zoo,14788,4.7,7.4,4A,40.0,31.193251,121.362733,Adorable animals; a hidden gem for strolling with kids.; Zoos,Observe Rare Animals and Spend Quality Time with Family,3-5 hours,"- Shanghai Zoo, located near Hongqiao Airport, was originally named Xijiao Park. It is a place full of memories for many old Shanghai residents and is the second largest zoo in China.
- The entire park is lush with flowers and greenery, offering a tranquil environment. A small river runs through the area, and walking within the park, one can experience the rare natural ecological atmosphere in the midst of a bustling metropolis.
- The zoo is home to over 620 species of animals, with exhibition areas for amphibians, reptiles, herbivores, carnivores, and birds, as well as educational and butterfly pavilions.
- Children can feed the small animals, or enjoy playing on the large lawn, sunbathing, boating, or riding the Ferris wheel.",Open at 08:00-18:00(Admission ends at 16:30)
80268,Shanghai,China Art Museum,809,4.6,5.7,,0.0,31.18436,121.494739,,Former China National Pavilion at Shanghai World Expo,3-5 hours,"It used to be the China National Pavilion of Shanghai World Expo, with a collection of more than 8,000 pieces, including a large number of paintings by famous painters such as Zhang Yuguang and Wu Guanzhong. 
The exhibition halls of the Art Palace are mainly located on the 0m floor, 5m floor, 33m floor, 41m floor and 49m floor. It is recommended to visit them from top to bottom. 
The most interesting thing is the treasure of the town hall-the multimedia version of Riverside Scene at Qingming Festival, which is located on the 49m floor, but you need to pay extra tickets to watch it. 
In addition, there are many exhibition halls for viewing, such as Shadow Art Exhibition, Modern Art Exhibition and Shanghai Artists Invitational Exhibition.",Open at  10:00-18:00(Admission ends at 17:00)
76153,Shanghai,St. Ignatius Cathedral of Shanghai,684,4.5,4.5,,0.0,31.191145,121.436229,Churches and Cathedrals,Shanghai's largest Catholic church,0.5-1 hour,"Xujiahui Catholic Church is adjacent to the bustling Xujiahui Commercial District. Its red brick walls and two towering bell towers make this century-old medieval Gothic building particularly eye-catching. The simple exterior shape and gorgeous interior decoration carry a strong religious atmosphere, and you can also feel the rare tranquility in the city here. The window frames and eaves on the exterior of the church are all lined with granite, and the roof is paved with graphite tiles and decorated with many stone carvings of the Son and God. It is very solemn. Every night, the church is particularly charming against the external lights. The interior of the church is even more magnificent. It is supported by 64 pillars, with a large altar transported from Paris in 1919 in the middle. The huge space can accommodate nearly 3,000 people to celebrate Mass at the same time; the pointed arches doors and windows are inlaid with colorful glass, and when the sun passes through, colorful light and shadow will be reflected in the church, which is very beautiful. This church was built by the French Jesuits and is also known as the ""St. Ignatius's Church"". It is a relatively large Catholic church in Shanghai. Nowadays, many believers come here every day to say Mass and pray, and the green space in front of the church has become a scenic spot for newlyweds to take wedding photos.",Open at  09:00-16:00(Admission ends at 15:30)
145717042,Shanghai,Chongming Island,1,4.0,3.2,,0.0,31.576854,121.635059,,,,"· Chongming Island, located at the estuary of the Yangtze River, is the third largest island in China. It is known as the ""gateway to the Yangtze River and Yingzhou in the East China Sea"". It is the largest estuary alluvial island in the world and the largest sand island in the world. 
The water is clean and the wind is clear, and there are natural scenery everywhere that has not been chiseled by artificial axes. The tree-lined levee around the island is like a green dragon, crouching on the Yangtze River estuary. 
· In the early morning, climb the east end of the levee and enjoy the sunrise in the East China Sea; In the evening, standing on the west side of the levee, enjoying the setting sun on the long river and listening to the returning boat singing at night, it is refreshing and happy. 
· The island has many historical sites and cultural landscapes. There are Yingzhou Park and Chengqiao Town Garden; There are also sites such as Jin'ao Mountain and the ancient battlefield where Zheng Chenggong fought bloody Qing soldiers. 
In addition, there are many farmhouses, such as Avantgarde Ecological Village, Yingdong Village and Gaojiazhuang Ecological Park, where you can come to eat farm food, fish, etc., which is very pleasant.",
75612,Shanghai,Shanghai Botanical Garden,950,4.5,4.5,4A,0.0,31.147539,121.444589,A hidden gem for strolling with kids; enjoy the autumn leaves; Botanical Gardens,The Grand Garden in downtown Shanghai,2-4 hours,"- Shanghai Botanical Garden houses 17 themed areas, including the Bonsai Garden, Peony Garden, and Osmanthus Garden, making it one of the popular outdoor photography spots for enthusiasts.  
- The Bonsai Garden is one of the largest bonsai gardens in the world, and the Cherry Blossom area in the Rose Garden is the most concentrated area for cherry blossoms in Shanghai.  
- The garden hosts the ""Winter Orchid Exhibition"" every year, where nearly 200 species of orchids can be seen, showcasing their stunning beauty.  
- Spring is the peak season for flower-viewing visitors, especially between March and May when cherry blossoms, peach blossoms, and tulips are in full bloom.  
- The Shanghai Botanical Garden has introduced cultivated species of Baohua Yulan, a species endemic to China. With a small population, it is classified as ""Critically Endangered"" by the IUCN and is currently listed as a National Level I Protected Plant.",Opens at 07:00-17:00
76783,Shanghai,Shanghai Film Park,7101,4.3,6.9,4A,69.0,31.010371,121.312381,Stroller-friendly treasure spots; Film and TV base; Film Studios; Nighttime sightseeing,Old Shanghai film shooting location,3-4 hours,"- It is one of the top ten film and television bases in China. It has the local flavor of old Shanghai and European-style standard courtyards. The characteristic features of old Shanghai are one of its highlights.
- Riding the park's tram or rickshaw, walking through the traditional streets of old Shanghai from the 1930s, and tasting the flavors of old Shanghai snacks are all very interesting.
- TV dramas such as *Deeply in Love with You* and *Sparrow*, and films like *The Founding of a Republic* and *Kung Fu* were all filmed in this park.
- Around 10:30 AM or 2:30 PM, if you hear gunfire or explosions, don't be afraid, as filming is still taking place here.",Opens at 08:30-16:30(Admission ends at 15:30)
92115,Shanghai,Sheshan National Forest Park,567,4.6,4.0,4A,0.0,31.094992,121.195452,Climbing mountains; Nature and adventure.; Mountains; Forests; Botanical Gardens,Climb Mount Haiming to Enjoy Astronomical Wonders,1 day,"· She Mountain is divided into East She Mountain and West She Mountain, located in the ancient city of Songjiang in the western suburbs of Shanghai. It is a Catholic pilgrimage site in Southeast Asia.
· The twelve peaks within the park extend from the southwest to the northeast, winding over approximately 13 kilometers, creating a beautiful mountainous landscape in the otherwise flat Shanghai plain.
· East She Mountain National Forest Park features elegant peaks, lush forests, and rich biodiversity, particularly known for the bamboo shoots produced in the mountains, which are fragrant with the scent of orchids.
· The park has developed and opened the following scenic areas to the public: East She Mountain Garden, West She Mountain Garden, Tianma Mountain Garden, and Xiao Kunshan Garden.",Opens at 08:30-16:30(Admission ends at 16:00)
82870,Shanghai,Waibaidu Bridge,1688,4.7,5.1,,0.0,31.243886,121.490393,City coordinates; Night tour viewing; Bridges; Nighttime sightseeing,Location of old Shanghai film and television dramas,0.5-1 hour,"· The Waibaidu Bridge, erected at the confluence of the Suzhou River and the Huangpu River in Shanghai, is a steel frame underbearing bridge and the largest steel bridge in Shanghai. 
Waibaidu Bridge has a history of one hundred years, bearing the history and culture of old Shanghai, and witnessing the rapid development of new Shanghai. It can be seen in many TV dramas of old Shanghai. 
· To enjoy the bridge, you need to stand in the distance to see the panoramic view, or you can stand on the bridge to get in close contact and enjoy the scenery on both sides of the Suzhou River. 
If you are lucky, you may also be able to see new couples taking photography, and take unique wedding photos on the bridge when there is no car at the red light.","Open year round, 24/7"
92078,Shanghai,Pudong Library,438,4.8,2.6,,0.0,31.192112,121.541522,Libraries,Elegant environment and rich books,,"The environment is ""gorgeous"" and ""elegant"", the functions are ""complete"", and the collection of books is ""rich"". The 1st and 2nd floors are used for ""public services and academic exchanges""; the 3rd and 4th floors are mainly used for general document lending areas, which are always ""full"". Most of the people who ""come early to occupy seats"" are students, either writing homework or writing papers; the 5th and 6th floors are the ""Special Reading Department"",""Audio-visual Reading Department"" and ""Digital Reading Department"", which are ""quiet and pleasant"" and have a ""good"" atmosphere.",Opens at 13:00-20:00
24591219,Shanghai,Shanghai Tower,5307,4.5,7.8,,180.0,31.233557,121.505328,Observation deck; City coordinates; Modern Architecture; Observation Decks; Nighttime sightseeing,Shanghai Landmark Buildings,2-4 hours,"Shanghai Tower is a super high-rise landmark skyscraper. Lujiazui Trade Center in Shanghai. 
· The building is about 632 meters high, with 119 floors above the ground. The shape is similar to the pick of a guitar, and each rising layer twists nearly 1 degree to form a spiral appearance. 
Among them, ""Top of the World"" is the functional experience area, which has the functions of city exhibition and viewing platform, entertainment, VIP small bar, catering, sightseeing meeting, etc. 
There are also landscape lights and theme light shows on the outside of high-rise buildings. In addition to the normal light display, they also echo the landscape lights of surrounding buildings.",Opens at 08:30-22:00(Admission ends at 21:30)
90595,Shanghai,China National Maritime Museum,4730,4.7,6.4,4A,27.0,30.896172,121.919631,Explore the Exhibition Hall; Hidden Gems for Kids; Military Sites; Museums,Understanding China's Maritime History Simulation Model; The First Domestic Maritime-themed Museum,3-4 hours,"The China Maritime Museum is the largest and highest-ranking comprehensive maritime museum in China. The museum focuses on ""maritime"" as its main theme and ""museum"" as its foundation. It is divided into six main exhibition halls: Maritime History, Ships, Maritime and Ports, Maritime Affairs and Maritime Safety, Seafarers, and Military Maritime. There are also two special exhibition areas: Fishing Vessels and Fishing, and Maritime Sports and Leisure. Additionally, the museum features a Planetarium, a 4D Cinema, and a Children's Activity Center, covering functions such as artifact collection, academic research, social education, and exhibitions.",Open at  09:30-16:00(Admission ends at 15:30)
88986,Shanghai,Shanghai Haibay National Forest Park,3469,4.4,4.2,4A,55.0,30.861922,121.687269,Nature and Adventure; Autumn Leaf Viewing; Forests; Botanical Gardens,"Barbecue, horseback riding, cycling",1 day,"Shanghai Haiwan National Forest Park is the third national forest park in Shanghai and the largest one currently. The park boasts the best 5.3 kilometers of coastline within the city's jurisdiction. The park is mainly divided into three tourist sections: the amusement area (including an amusement park, forest go-karting, forest horse riding, forest barbecue, etc.), the water activity area (featuring farm-style cuisine, a boat dock, etc.), and the cultural viewing area (with various folk art museums).  
The park is home to over 2,000 acres of plum blossoms, which, when in full bloom, form dense clusters, creating a scene as beautiful as clouds or rosy clouds.",Opens at 08:30-16:30(Admission ends at 15:30)
