name,real_city,avg_price,small_cate,stars,review_count,good_remarks,bad_remarks,longitude,latitude,product_rating,environment_rating,service_rating
Shilinxia Bigfoot Farmhouse,Beijing,46.5,Economy,3.5,15,13.0,1.0,117.250515,40.258375,7.4,7.3,7.4
Qingtian Overseas Chinese Town Hotel,Beijing,162.0,Economy,3.5,11,9.0,1.0,117.122803,40.14544,7.2,7.4,7.2
"No. 66 Farmhouse, Jinhai Lake",Beijing,157.5,Economy,3.5,4,2.0,1.0,117.304237,40.172963,7.1,7.5,7.2
"The first folk custom in Pinggu, Shilin Gorge",Beijing,157.5,Economy,3.5,7,6.0,0.0,117.250308,40.260767,7.4,7.5,7.6
Grand Cave Vision Peach Blossom Sea Resort Villa,Beijing,3462.0,Economy,3.5,44,31.0,9.0,117.260167,40.210099,7.0,6.9,6.9
Century Golden Court Express Hotel,Beijing,178.5,Economy,3.5,21,15.0,1.0,117.101634,40.134161,7.3,7.2,7.0
JD Grand Canyon Forest Home Farmhouse,Beijing,300.0,Economy,3.5,8,8.0,0.0,117.172245,40.223906,7.2,7.2,7.3
Jinhaihu Xiangqing Farmhouse,Beijing,132.0,Economy,4.0,41,38.0,1.0,117.32761,40.186174,7.9,8.1,7.8
TEGU HOLIDAY INN Holiday Inn,Beijing,198.0,Economy,3.5,43,33.0,3.0,117.114447,40.114527,7.3,7.2,7.3
Super 8 Hotel,Beijing,237.0,Economy,4.0,21,17.0,3.0,117.111664,40.1556,8.2,8.5,8.5
Beijing Jingyuan Courtyard Theme Inn,Beijing,360.0,Economy,4.0,26,24.0,2.0,117.116505,40.136913,7.2,7.8,8.1
Yu Family Courtyard,Beijing,127.5,Economy,4.0,9,9.0,0.0,117.055496,40.249478,7.8,7.9,8.0
Guido Hotel,Beijing,243.0,Economy,4.0,14,12.0,0.0,117.111837,40.14501,8.4,8.0,8.3
Super 8 Hotel,Beijing,180.0,Economy,3.5,62,53.0,5.0,117.124418,40.159476,7.5,7.2,7.3
Tianyunshan Haofengyuan Resort,Beijing,45.0,Economy,4.0,15,15.0,0.0,117.255104,40.286094,8.0,8.3,8.1
Yixuan Ge Business Hall,Beijing,361.5,Economy,4.0,21,22.0,1.0,117.205841,40.201068,8.4,8.6,8.5
7-day chain hotel,Beijing,205.5,Economy,3.5,79,55.0,9.0,117.111886,40.143246,7.8,7.5,7.1
Hanting,Beijing,216.0,Economy,3.5,115,81.0,17.0,117.107323,40.14597,7.8,7.5,7.3
Siyun Hotel,Beijing,180.0,Economy,4.0,37,30.0,4.0,117.11178,40.149815,7.8,7.9,8.1
Glass Platform No. 9 Resort Villa,Beijing,180.0,Economy,3.5,18,17.0,0.0,117.234426,40.328703,7.4,7.6,7.5
Beautiful Farmhouse in Laoxiangfeng Scenic Area,Beijing,150.0,Economy,4.5,11,11.0,0.0,117.074123,40.273648,8.4,8.5,8.6
Jin Zi Yin Xi Mei Ai Hotel,Beijing,294.0,Upscale,3.5,42,28.0,7.0,117.105321,40.13329,7.6,7.2,7.1
Jinhaihu Nanhua Mountain Villa Hotel,Beijing,423.0,Midscale,3.0,43,21.0,11.0,117.307619,40.169487,7.1,7.3,6.0
Shilinxia Canyon Edge Resort,Beijing,180.0,Economy,3.5,5,3.0,2.0,117.249069,40.25848,7.2,7.3,7.3
Zhangjiatai coincidentally encountered a farmhouse,Beijing,300.0,Economy,3.5,1,1.0,0.0,117.220999,40.329399,6.9,6.9,6.9
Jiu Jiu Zhi Jia Hotel,Beijing,163.5,Economy,3.0,1,1.0,0.0,117.121169,40.157864,6.8,6.9,6.9
Tianyunshan Haofengshui Resort,Beijing,102.0,Economy,4.0,8,8.0,0.0,117.253556,40.286451,7.6,7.7,7.7
They are all guest hotels,Beijing,103.5,Economy,3.5,1,1.0,0.0,117.124018,40.139292,6.9,6.9,6.9
"Outside the glass platform, there is a farmhouse",Beijing,190.5,Economy,3.5,6,6.0,0.0,117.233466,40.328189,7.0,7.0,7.0
Tianyunshan Wanhuaxuan Resort,Beijing,132.0,Economy,3.5,4,3.0,1.0,117.255029,40.288314,7.0,7.0,7.0
Luohe Bay Hotel,Beijing,87.0,Economy,3.5,5,3.0,2.0,117.12163,40.13119,6.8,7.2,6.9
Tianhaoyuan Resort,Beijing,268.5,Upscale,3.0,26,18.0,2.0,117.02047,40.14322,7.0,6.1,7.5
Jinhaihu Linhai Home Farmhouse,Beijing,180.0,Economy,3.5,2,2.0,0.0,117.326801,40.186153,7.0,7.0,7.0
Shilinxia Mountain Residence Farmhouse,Beijing,175.5,Economy,3.5,16,16.0,0.0,117.056653,40.329002,7.2,7.2,7.3
Jinhaihu Chengzhi Farmhouse,Beijing,225.0,Economy,3.5,4,4.0,0.0,117.30026,40.173178,7.0,7.1,7.1
Zhangjiatai Liu Fuquan Farmhouse,Beijing,225.0,Economy,3.5,7,7.0,0.0,117.221443,40.329151,7.4,7.4,7.5
Yishan Zhenghong Farmhouse,Beijing,222.0,Economy,4.0,29,24.0,1.0,117.251255,40.261421,7.5,7.9,7.5
Hanting,Beijing,228.0,Economy,3.5,18,17.0,1.0,117.118574,40.15455,6.7,7.3,7.2
JD Grand Canyon Hongwang Jiayuan Farmhouse,Beijing,145.5,Economy,3.5,19,16.0,1.0,117.165268,40.233355,7.4,7.6,7.5
Jinhai Lake Wisteria Blossom Lake Hut,Beijing,385.5,Economy,3.0,9,5.0,2.0,117.308811,40.170368,6.9,6.1,6.2
Junlong Cultural and Art Center,Beijing,351.0,Economy,3.5,15,12.0,1.0,117.12853,40.103507,6.9,7.4,7.3
Tawa Family Resort,Beijing,403.5,Economy,3.5,33,24.0,3.0,117.272092,40.282424,7.6,7.5,7.4
Shilinxia Wujie Mountain Resort,Beijing,171.0,Economy,3.5,17,12.0,3.0,117.25006,40.26141,7.3,7.0,6.8
Beijing Jinhaihu Tourist Scenic Area Datang Huihuang Media Film and Television Base Hotel,Beijing,385.5,Midscale,3.5,10,5.0,5.0,117.300884,40.18254,7.3,7.4,7.4
Yishengyuan Villa,Beijing,366.0,Economy,3.5,1,1.0,0.0,117.087108,40.320224,6.9,6.9,6.9
Jinchao Yuma Yajishan Forest Hotel,Beijing,897.0,Upscale,3.5,42,29.0,8.0,116.987759,40.281375,7.6,7.6,7.7
Morning glory chain village inn farmhouse,Beijing,192.0,Economy,3.5,2,2.0,0.0,117.278626,40.222913,7.0,7.0,7.0
Jinhaihu Qingya Xianju Farmhouse,Beijing,144.0,Economy,3.5,6,3.0,0.0,117.302818,40.171778,6.9,7.0,7.0
Youhe Shunyi Hotel,Beijing,225.0,Economy,3.0,4,0.0,1.0,116.315583,40.020397,6.6,6.7,6.7
99 Preferred Hotels,Beijing,298.5,Economy,3.0,4,3.0,1.0,116.382667,39.861027,6.1,6.3,6.4
Yijia Inn,Beijing,162.0,Economy,3.5,3,3.0,0.0,116.521151,39.920065,7.0,7.0,7.0
Narrow Lane Fuyuan Boutique Inn,Beijing,660.0,Economy,3.5,7,7.0,0.0,116.420813,39.90508,7.2,7.3,7.3
Hongshun Tai Apartment,Beijing,384.0,Economy,3.0,15,7.0,4.0,116.422332,39.9767,7.0,6.9,6.7
Second Ring Lane Pigeon Nest Art Retro Courtyard Homestay,Beijing,430.5,Upscale,3.5,1,1.0,0.0,116.364996,39.934428,7.0,6.9,7.0
Lelonghe Hotel,Beijing,192.0,Economy,3.5,14,10.0,3.0,116.672918,39.879679,7.4,7.2,7.2
Home Inn,Beijing,213.0,Economy,3.5,13,11.0,2.0,116.44943,39.800148,7.3,8.0,7.8
Jun'an Hotel,Beijing,427.5,Midscale,3.5,42,28.0,4.0,116.4205571,39.88689655,7.1,7.1,7.1
Pai Hotel,Beijing,339.0,Economy,3.5,11,7.0,3.0,116.370352,39.837579,7.9,7.4,7.3
Longxuan Hotel,Beijing,433.5,Economy,3.0,72,43.0,15.0,116.326347,39.927953,6.6,6.3,6.8
Glass Platform No. 30 Farmhouse,Beijing,180.0,Economy,3.5,2,2.0,0.0,117.235779,40.329878,7.1,7.1,7.1
Grand Canyon Jinxia Leisure Estate,Beijing,169.5,Economy,3.5,1,1.0,0.0,117.16453,40.234017,6.9,6.9,7.0
Shilinxia Chaoyue Farmhouse,Beijing,192.0,Economy,3.5,1,1.0,0.0,117.250219,40.260628,6.9,6.9,6.9
Anxinju Hotel,Beijing,267.0,Economy,3.5,9,7.0,2.0,116.447977,39.95921,7.2,7.1,7.3
Beijing Jinglong Tourist Resort,Beijing,225.0,Economy,3.5,2,2.0,0.0,116.193489,40.348116,7.3,7.4,7.0
Golden Bay Hotel,Beijing,456.0,Economy,2.0,57,21.0,28.0,116.416181,40.003651,5.8,5.5,5.7
Longteng Hotel,Beijing,195.0,Economy,3.0,5,4.0,1.0,116.37205,40.081315,7.0,6.2,6.3
Super 8 Hotel,Beijing,313.5,Economy,2.0,28,11.0,10.0,116.30685,39.850789,5.9,6.0,5.9
Xinyandu Chain Hotel,Beijing,369.0,Economy,3.5,120,70.0,16.0,116.392339,39.892135,6.7,6.8,6.7
Friendship House Youth Hostel,Beijing,243.0,Midscale,3.5,1,1.0,0.0,116.306377,39.98093197,7.1,6.8,6.6
Beijing Century Mount Huangshan Hotel,Beijing,340.5,Midscale,2.0,84,27.0,16.0,116.393059,39.887073,5.9,5.9,5.8
Luhong Hotel,Beijing,628.5,Upscale,3.5,15,12.0,2.0,116.429382,39.870622,7.4,7.0,7.1
Shimin Hotel,Beijing,204.0,Economy,3.5,3,3.0,0.0,116.432187,39.951541,7.4,7.4,7.4
Beijing Jinshang International Apartment Linglong Pavilion,Beijing,750.0,Economy,3.0,5,3.0,2.0,116.351655,39.893273,6.4,6.6,7.1
City Home Hotel,Beijing,282.0,Economy,3.5,3,2.0,0.0,116.351384,39.928418,7.3,6.6,7.0
Shenzhou Business Hotel,Beijing,460.5,Economy,3.0,77,46.0,16.0,116.270076,40.073947,7.0,6.2,6.2
Puren Hotel,Beijing,312.0,Economy,4.0,8,6.0,2.0,116.419444,39.89627,7.6,7.6,7.5
Haiyou Hotel,Beijing,382.5,Economy,3.5,6,4.0,1.0,116.372869,39.924118,7.5,7.5,7.6
Anzhentu Home Apartment,Beijing,280.5,Economy,3.0,5,4.0,1.0,116.4028,39.970933,6.9,6.1,6.5
Beijing Brilliant Elegant Residence Youth Hostel,Beijing,168.0,Economy,3.5,1,2.0,0.0,116.349917,39.946692,7.1,7.1,7.1
Boan Business Hotel,Beijing,520.5,Economy,3.5,20,12.0,5.0,116.341515,39.90816,7.3,7.3,7.2
7-day chain hotel,Beijing,327.0,Economy,2.0,34,19.0,9.0,116.508421,39.812614,5.9,5.9,6.1
Anyi Home Hotel,Beijing,345.0,Economy,3.0,47,22.0,14.0,116.417647,39.965296,7.2,6.1,6.2
Love Home Short term Rental Apartment,Beijing,444.0,Economy,3.5,7,5.0,2.0,116.422307,39.866047,7.7,7.3,7.1
GreenTree Inn Business Hotel,Beijing,435.0,Economy,3.0,17,12.0,5.0,116.343121,39.82979,5.8,6.0,6.5
Duzhuang Hotel,Beijing,402.0,Economy,4.5,9,8.0,1.0,116.337589,39.923535,8.5,8.5,8.4
Rich Guidu Hotel,Beijing,184.5,Economy,3.5,1,1.0,0.0,117.123234,40.160395,7.2,7.2,7.3
Jinhaihu Shunxinyuan Farmhouse,Beijing,204.0,Economy,3.0,2,1.0,0.0,117.298284,40.174337,7.0,6.9,6.9
Jinhaihu No.5 Courtyard,Beijing,157.5,Economy,3.5,3,2.0,1.0,117.298213,40.174522,7.0,6.9,7.1
Yuyanlou Business Hall,Beijing,267.0,Economy,3.5,14,11.0,2.0,117.120453,40.145931,7.2,7.3,7.2
Dahua Mountain Beijing Conghai Yiyuan,Beijing,429.0,Economy,3.0,11,6.0,3.0,117.02621,40.2572,6.8,6.8,7.4
Tianyunshanyu Longquan Mountain Villa,Beijing,132.0,Economy,3.5,5,4.0,0.0,117.25521,40.286782,7.0,7.0,7.0
Manyingke Express Hotel,Beijing,163.5,Economy,2.0,7,5.0,1.0,117.11979,40.14993,5.9,6.0,6.0
Hangjiayu Xingguang Farmhouse,Beijing,165.0,Economy,3.5,2,2.0,0.0,117.105907,40.266339,6.9,6.9,6.9
Shilinxia Yongcheng Jiayuan Farmhouse,Beijing,120.0,Economy,3.5,4,4.0,0.0,117.251302,40.262548,7.0,7.1,7.1
Morning glory chain village inn farmhouse,Beijing,192.0,Economy,3.5,1,1.0,0.0,117.118878,40.333067,7.1,7.2,7.2
Guajiayu Dongxia Farmhouse,Beijing,225.0,Economy,3.0,2,0.0,2.0,117.107089,40.264038,6.7,6.7,6.9
Zhangjiatai Cui Mingchun Farmhouse,Beijing,247.5,Economy,3.0,1,1.0,0.0,117.220232,40.331289,6.9,6.9,6.9
Li Family Courtyard Farmhouse,Beijing,172.5,Economy,3.5,1,1.0,0.0,117.255481,40.287515,6.9,6.9,6.9
Hujiayu Fuchunyuan Farmhouse,Beijing,150.0,Economy,3.5,1,1.0,0.0,117.106186,40.268172,6.9,6.9,6.9
Grand Canyon Hongbin Restaurant,Beijing,192.0,Economy,3.5,1,1.0,0.0,117.174302,40.217381,6.9,6.9,6.9
Jinhaihu Suspension Bridge Farmhouse,Beijing,174.0,Economy,3.5,1,1.0,0.0,117.335816,40.188068,6.8,6.9,6.9
Jiahe Hotel,Beijing,162.0,Economy,3.5,4,3.0,1.0,117.123864,40.141944,6.9,6.9,6.9
Grand Canyon Dongshan Manor,Beijing,550.5,Economy,3.5,7,4.0,0.0,117.170799,40.225057,6.8,6.9,6.9
Emeishan Yaoxiang Farmhouse,Beijing,150.0,Economy,3.5,1,1.0,0.0,117.20872,40.20119,6.9,6.9,6.9
"Glass Platform, Glass Platform, Sichenge Rile Farmhouse",Beijing,171.0,Economy,3.0,3,2.0,1.0,117.2272174,40.32607193,6.8,6.9,6.8
Tianyun Mountain Jufu Ge Villa,Beijing,157.5,Economy,3.0,6,2.0,4.0,117.254593,40.289219,6.4,6.5,6.6
Glass Platform No. 88 Farmhouse,Beijing,192.0,Economy,3.0,2,1.0,1.0,117.234189,40.329971,6.8,6.8,6.9
Glass Platform No. 13 Farmhouse,Beijing,120.0,Economy,3.0,1,0.0,0.0,117.230387,40.328063,6.8,6.8,6.8
Tianyunshan Zimu Manor,Beijing,147.0,Economy,3.0,6,5.0,1.0,117.253257,40.287345,7.1,7.1,7.1
Zhangjiatai Lake Mountain Xiaoxie,Beijing,150.0,Economy,3.0,9,5.0,1.0,117.154434,40.36849,6.8,7.0,6.9
Guajiayu Xin Jingying Farmhouse,Beijing,225.0,Economy,3.5,12,11.0,1.0,117.107164,40.266283,7.1,7.1,7.1
Jinhaihu Jiujiujia Farmhouse,Beijing,138.0,Economy,3.5,1,1.0,0.0,117.299735,40.173818,6.9,6.9,6.9
Shilinxia Laochen Farmhouse,Beijing,150.0,Economy,3.0,11,7.0,4.0,117.250449,40.261202,6.5,6.9,6.7
Jinhaihu Shanhu Renjia Farmhouse,Beijing,120.0,Economy,3.5,1,1.0,0.0,117.327903,40.186235,6.9,6.9,6.9
JD Grand Canyon Wankelai Farmhouse,Beijing,225.0,Economy,3.5,1,1.0,0.0,117.16637,40.230062,6.8,7.0,6.9
Genesis Business Hotel,Beijing,585.0,Midscale,2.0,28,11.0,11.0,116.41754,39.915,6.0,6.0,6.3
Yajishan Tan Family Courtyard,Beijing,207.0,Economy,3.0,13,7.0,2.0,116.987147,40.260821,6.9,6.7,6.8
JD Great Cave Green Home Farmhouse,Beijing,225.0,Midscale,3.0,4,2.0,0.0,117.249288,40.204774,7.0,6.9,7.0
Jinhaihu Huijun Farmhouse,Beijing,195.0,Economy,3.0,1,0.0,0.0,117.29605,40.17564,6.8,6.9,6.9
Youth Hotel,Beijing,148.5,Economy,3.0,11,8.0,1.0,116.411089,39.858795,6.7,7.0,6.9
Yanqi Lake Wenpeng Farmhouse,Beijing,150.0,Economy,3.0,8,3.0,2.0,116.693473,40.390166,6.4,6.5,6.3
Yingqiao Movie Theme Hotel,Beijing,217.5,Economy,4.0,58,52.0,3.0,116.36269,39.966964,7.5,7.5,7.4
New Century Apartment,Beijing,318.0,Economy,3.5,8,10.0,3.0,116.328951,39.882814,7.3,7.3,7.4
Shangge Apartment,Beijing,598.5,Economy,3.5,76,65.0,8.0,116.456294,39.924113,7.5,7.5,7.1
Moor Hotel Apartments,Beijing,471.0,Upscale,4.0,14,13.0,2.0,116.568475,39.783117,8.1,8.0,8.3
Guangping Hotel Service Apartment,Beijing,234.0,Midscale,3.5,13,9.0,1.0,116.444984,39.906643,7.7,7.6,6.8
Beijing Marriott Executive Apartments,Beijing,1770.0,Luxury,5.0,202,189.0,7.0,116.40922,39.909876,9.1,9.0,9.0
"HOMIER Luxury Apartment, Beijing",Beijing,792.0,Luxury,4.5,11,11.0,0.0,116.542289,40.079977,8.3,8.6,8.6
Haiyunju Hotel style Apartment,Beijing,178.5,Economy,4.0,14,11.0,2.0,116.191312,39.733466,8.1,7.6,8.0
Shunjie Short term Rental,Beijing,367.5,Economy,3.0,21,18.0,4.0,116.41105,39.933037,8.3,8.6,6.6
Jianchu Inn,Beijing,1242.0,Luxury,4.5,7,7.0,1.0,116.320578,39.953701,8.3,8.4,8.4
Qilin Diplomatic Apartment,Beijing,972.0,Upscale,4.0,50,47.0,2.0,116.438294,39.921197,8.4,7.8,8.4
Baishang Hotel,Beijing,297.0,Economy,4.0,43,40.0,2.0,116.545227,39.752985,8.3,8.2,8.2
Shanshui Trends Hotel,Beijing,432.0,Economy,3.5,95,64.0,15.0,116.317809,39.884003,7.6,7.4,7.3
Xinxiang Yayuan Hotel style Apartment,Beijing,727.5,Upscale,4.0,59,55.0,4.0,116.420338,39.923939,8.3,8.5,8.1
Beijing Qingyou Ge Inn,Beijing,738.0,Luxury,4.5,11,12.0,0.0,117.269871,40.649507,8.6,8.7,8.8
Comfort Suites Yayuncun,Beijing,960.0,Upscale,4.0,107,85.0,10.0,116.407138,40.004509,8.4,8.3,8.2
Beijing Qiwan Youth Hostel,Beijing,402.0,Economy,3.5,36,28.0,7.0,116.336528,39.994205,7.1,7.4,7.3
Baili Gallery Xiushui Courtyard,Beijing,132.0,Economy,3.5,4,2.0,1.0,116.27098,40.663584,6.9,7.0,7.1
Modou Apartment,Beijing,613.5,Luxury,4.0,34,28.0,5.0,116.476737,39.997042,7.7,7.7,8.0
Third Ring Home Youth Hostel,Beijing,82.5,Economy,4.0,7,7.0,0.0,116.445165,39.97093,8.1,8.3,8.2
Beijing Seven Happiness Hotel Apartments,Beijing,783.0,Economy,3.5,12,8.0,5.0,116.315814,39.97827,8.2,7.1,6.9
Jupai Space Apartment,Beijing,172.5,Economy,3.5,43,41.0,3.0,116.561261,39.907983,8.2,7.1,7.7
Anzhenli Daily Rental Apartment,Beijing,282.0,Economy,4.0,7,5.0,2.0,116.404508,39.975031,8.1,8.2,8.2
Ancient City Hotel,Beijing,120.0,Economy,3.0,2,0.0,1.0,116.024883,40.540221,6.7,6.9,6.9
Liugou Fuyunju Farmhouse,Beijing,150.0,Economy,3.0,1,0.0,0.0,116.098706,40.448007,6.7,7.1,6.8
Yangliushu Hotel,Beijing,309.0,Economy,3.5,63,43.0,14.0,116.370615,39.852397,7.4,7.2,7.2
Ruishi Theme Hotel,Beijing,423.0,Economy,3.5,113,94.0,13.0,116.427422,39.849239,7.3,7.0,7.7
Seventh Space Theme Hotel,Beijing,222.0,Economy,3.5,71,61.0,5.0,116.143839,39.726754,8.0,7.8,7.5
Wilman themed hotel,Beijing,481.5,Upscale,3.5,52,45.0,8.0,116.331954,39.733163,7.7,7.4,7.1
Beijing Lusongyuan Boutique Courtyard Hotel,Beijing,423.0,Midscale,4.0,52,46.0,7.0,116.4063104,39.9347996,8.4,8.2,7.8
Longqingxia Jindun Farmhouse Restaurant,Beijing,150.0,Economy,3.5,1,1.0,0.0,116.024576,40.544616,6.9,6.9,6.9
Baili Gallery Fule Farmhouse,Beijing,273.0,Economy,3.5,2,2.0,1.0,116.35223,40.693696,6.9,6.9,6.9
Longqing Gorge safely returns home to the farmhouse,Beijing,180.0,Economy,3.5,2,2.0,0.0,116.025337,40.542834,6.9,6.9,6.9
Lianhua Mountain Xiaowu Farmhouse,Beijing,196.5,Economy,3.5,2,2.0,0.0,116.25762,40.43689,6.9,6.9,6.9
This Life's Fate Farmhouse,Beijing,204.0,Economy,3.5,3,3.0,0.0,116.29624,40.66799,7.0,7.0,7.0
Longqingxia Liu Ersuo Farmhouse,Beijing,150.0,Economy,3.5,9,9.0,0.0,116.014212,40.529186,7.1,7.1,7.1
Beijing Huawei Business Hotel,Beijing,843.0,Upscale,3.5,100,76.0,14.0,116.374789,39.91117448,8.2,7.2,7.0
Beijing Shuizhen Aiyi Leisure Resort Apartment,Beijing,688.5,Luxury,3.5,11,11.0,0.0,117.269935,40.648448,7.8,7.6,7.7
Huaqing Hot Spring Hotel,Beijing,430.5,Midscale,3.5,88,42.0,16.0,116.418288,40.057676,6.4,7.0,6.7
Philippine Service Apartment,Beijing,432.0,Economy,4.5,10,10.0,0.0,116.307038,39.981508,8.5,8.6,8.7
Beijing Liyuan Apartment,Beijing,1620.0,Luxury,4.5,96,86.0,4.0,116.41448,39.915179,8.4,8.6,8.5
Longqingxia Laoma Manor Farmhouse,Beijing,88.5,Economy,3.5,1,1.0,0.0,116.02192,40.543798,7.1,7.4,7.1
Wu Xianrong Farmhouse in Zhangshanying Town,Beijing,186.0,Economy,3.0,14,6.0,5.0,115.89529,40.51279,6.9,7.0,6.8
Hu Shuping Farmhouse,Beijing,202.5,Economy,3.5,7,7.0,0.0,116.37555,40.701626,7.0,7.1,7.1
Longqingxia Guiman Farmhouse,Beijing,120.0,Economy,3.5,1,1.0,0.0,116.023863,40.545372,7.1,7.1,7.1
Wang Fenglan Farmhouse,Beijing,2295.0,Economy,3.5,1,1.0,0.0,116.0216,40.54264,7.0,7.0,7.1
Yuan Zhi Lian Theme Hotel,Beijing,304.5,Midscale,3.5,14,13.0,4.0,116.16081,39.760975,8.0,7.8,7.8
Baili Landscape Gallery Yixiang Jiayuan Farmhouse,Beijing,198.0,Economy,3.0,2,0.0,1.0,116.395197,40.697392,6.8,6.8,6.8
Badaling Happy Family Farmhouse,Beijing,144.0,Economy,3.0,1,0.0,1.0,115.930743,40.354142,6.6,6.8,6.9
Beijing Sleep with Me Hotel Apartments,Beijing,597.0,Luxury,3.5,18,14.0,3.0,116.477662,39.990593,7.7,7.6,7.0
Longqingxia Nongse Nongxiang Folk Restaurant,Beijing,117.0,Economy,3.0,3,1.0,1.0,116.025176,40.540286,6.8,6.9,6.7
Hejia Xiaozhu Family Hotel,Beijing,114.0,Economy,3.5,6,4.0,1.0,116.4691,39.996945,7.3,7.4,7.0
All season hotel,Beijing,46.5,Economy,4.0,300,231.0,17.0,116.419628,39.909439,8.0,7.7,7.5
Longqingxia Longshunda Farmhouse Restaurant,Beijing,150.0,Economy,3.0,6,2.0,4.0,115.994072,40.525555,6.7,6.8,6.8
Hehe Bulaotun Homestay,Beijing,745.5,Luxury,3.5,31,24.0,8.0,116.931417,40.56111,7.6,7.5,7.6
Xiaozhu Theme Hotel,Beijing,487.5,Upscale,3.0,37,27.0,6.0,116.447321,39.958621,6.4,6.2,6.7
Yifu Zeyuan Courtyard Hotel,Beijing,924.0,Luxury,4.0,13,12.0,1.0,116.404883,39.942307,8.5,8.2,8.2
Pearl Spring Moral Education Farmhouse,Beijing,135.0,Economy,3.0,2,0.0,2.0,116.421261,40.556737,6.7,6.8,6.8
Jimu Wushan Hotel,Beijing,1635.0,Luxury,3.5,28,19.0,5.0,116.821238,40.131138,7.4,7.3,7.5
Jupai Space Apartment,Beijing,372.0,Upscale,4.0,18,16.0,1.0,116.319215,39.954479,7.8,7.2,7.3
Xingzhoutong Business Hotel,Beijing,342.0,Midscale,3.5,18,15.0,3.0,116.346897,39.769939,7.4,7.5,7.6
Shidu Qinyuan Spring Villa Farmhouse,Beijing,124.5,Economy,3.5,9,7.0,2.0,115.591437,39.632714,6.9,6.9,6.9
Baixia Mountain Villa Farmhouse,Beijing,345.0,Economy,3.0,4,1.0,2.0,115.992077,40.52892,6.3,6.5,6.8
Jianhua Farmhouse,Beijing,178.5,Economy,3.5,4,3.0,0.0,115.964364,40.371971,7.2,7.1,6.8
Beijing Ascott Raffles City Service Apartment,Beijing,2766.0,Luxury,4.5,77,73.0,1.0,116.432492,39.939673,8.8,8.9,8.7
Yikangyuan Hotel,Beijing,315.0,Economy,3.0,5,2.0,2.0,115.90904,40.370061,6.9,7.0,6.9
Wynn International Hotel Apartments,Beijing,759.0,Midscale,4.5,30,29.0,2.0,116.44462,39.9346,8.0,8.0,7.6
Dongliju Hotel style Apartment,Beijing,595.5,Luxury,4.5,28,30.0,0.0,116.502678,39.923525,8.7,8.9,8.9
Asia Games Village Huiyuan Hotel Apartment VIP Building,Beijing,952.5,Upscale,4.5,52,45.0,4.0,116.406101,39.992749,8.7,8.0,8.4
Liu Yufeng Farmhouse,Beijing,100.5,Economy,3.0,3,1.0,0.0,116.023037,40.543036,6.8,6.9,6.8
The Sandalwood Beijing Marriott Executive Apartments,Beijing,2005.5,Luxury,5.0,79,76.0,4.0,116.525895,39.912109,8.7,8.6,8.9
Longqingxia Jiaoyuqin Farmhouse,Beijing,630.0,Economy,3.0,6,3.0,3.0,116.271137,40.663254,6.6,6.8,6.7
Unnamed International Youth Hostel,Beijing,148.5,Economy,3.0,136,65.0,21.0,116.329909,39.991942,7.0,6.7,6.4
Pea Point Youth Hostel,Beijing,106.5,Economy,3.5,99,64.0,20.0,116.36001,39.938012,7.6,7.5,7.6
Huatong International Youth Hostel,Beijing,141.0,Economy,3.5,86,57.0,24.0,116.444399,39.935826,7.3,6.5,6.6
"No. 92 Nongyuan, Liugou Huaxinyuan",Beijing,750.0,Economy,3.0,1,0.0,0.0,116.100406,40.447763,6.8,7.0,6.8
Yudu Valley Fengyun Farmhouse,Beijing,120.0,Economy,3.5,1,1.0,0.0,115.895173,40.51278,6.9,6.9,6.9
Longqingxia Iron Bull Farmhouse,Beijing,100.5,Economy,3.5,4,4.0,0.0,116.022865,40.543966,7.0,7.0,7.0
Pearl Spring is pregnant with a farmhouse,Beijing,405.0,Economy,3.0,1,1.0,0.0,116.422754,40.557778,6.9,6.9,6.9
Yaoda Express Farmhouse Store,Beijing,240.0,Economy,3.0,2,1.0,1.0,115.931997,40.362179,5.9,6.0,6.1
Longqingxia Juxinyuan Farmhouse,Beijing,180.0,Economy,3.0,7,3.0,4.0,116.352246,40.693097,6.3,6.8,6.6
Longqingxia Rural Cuisine Farmhouse,Beijing,163.5,Economy,3.0,3,1.0,2.0,116.025013,40.544404,7.0,6.5,6.8
Beijing Yanqing Longqingxia Homecoming Joy Inn,Beijing,270.0,Economy,3.5,2,2.0,0.0,116.010714,40.548239,7.4,8.1,6.8
Beijing will have better rural restaurants,Beijing,195.0,Economy,4.0,11,11.0,0.0,116.02292,40.54317,7.7,7.8,7.7
Badaling Great Wall Qunce Qunli Farmhouse,Beijing,252.0,Economy,3.5,9,9.0,0.0,115.962736,40.373422,7.5,7.6,7.7
Beijing IKEA Theme Apartment,Beijing,187.5,Economy,4.0,13,11.0,1.0,116.494459,39.909949,7.9,7.8,7.9
Pai Hotel,Beijing,466.5,Economy,3.0,12,9.0,2.0,116.376025,39.981933,7.5,7.2,7.0
Yudushan Yangbaohua Farmhouse,Beijing,2004.0,Economy,3.0,3,2.0,1.0,115.895945,40.5145,6.8,6.7,6.8
Great Wall Ancient Village Folk Inn,Beijing,178.5,Economy,3.5,5,4.0,0.0,115.996716,40.364774,7.1,8.3,7.1
Runzexi Happy Farm,Beijing,213.0,Economy,3.0,1,0.0,1.0,115.875587,40.362029,6.6,6.7,5.9
