Departure City,Arrival City,Distance (km),Flight Number,Airline,Aircraft Type,Departure Time,Arrival Time,Departure Airport,Departure Airport Latitude,Departure Airport Longitude,Arrival Airport,Arrival Airport Latitude,Arrival Airport Longitude,On-Time Performance,Average Delay (minutes),Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Price
Chengdu,Guangzhou,1390,CA4317,Air China,Airbus A321 (Medium),12:00,14:25,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.91,8,1,1,1,1,1,1,1,920
Chengdu,Guangzhou,1390,CZ3444,China Southern Airlines,Airbus A321 (Medium),16:00,18:25,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.8,23,1,1,1,1,1,1,1,930
Chengdu,Guangzhou,1390,HU7144,Hainan Airlines,Boeing 737 (Medium),16:00,18:35,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.87,22,0,0,0,1,0,0,0,850
Chengdu,Guangzhou,1390,HU7144,Hainan Airlines,Boeing 737 (Medium),16:10,18:35,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.87,22,0,1,0,0,0,1,0,870
Chengdu,Guangzhou,1390,3U3012,Sichuan Airlines,JET,17:45,20:15,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.86,17,1,0,1,1,1,1,1,950
Chengdu,Guangzhou,1390,3U3012,Sichuan Airlines,JET,17:45,20:15,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.86,17,0,1,0,0,0,0,0,920
Chengdu,Guangzhou,1390,CZ3414,China Southern Airlines,JET,17:45,20:15,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.86,17,1,0,1,1,1,1,1,960
Chengdu,Guangzhou,1390,CZ3414,China Southern Airlines,JET,17:45,20:15,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.86,17,0,1,0,0,0,0,0,990
Chengdu,Guangzhou,1390,HU7174,Hainan Airlines,Boeing 737 (Medium),17:45,20:15,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.92,12,1,1,1,1,1,1,1,850
Chengdu,Guangzhou,1390,MF1258,Xiamen Airlines,JET,17:45,20:15,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.86,17,1,0,1,1,1,1,1,850
Chengdu,Guangzhou,1390,MF1258,Xiamen Airlines,JET,17:45,20:15,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.86,17,0,1,0,0,0,0,0,930
Chengdu,Guangzhou,1390,MU3102,China Eastern Airlines,JET,17:45,20:15,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.86,17,1,0,1,1,1,1,1,900
Chengdu,Guangzhou,1390,MU3102,China Eastern Airlines,JET,17:45,20:15,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.86,17,0,1,0,0,0,0,0,910
Chengdu,Guangzhou,1390,CA4309,Air China,Airbus A321 (Medium),19:05,21:40,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.98,0,1,1,1,1,1,1,1,650
Chengdu,Guangzhou,1390,JD5162,Beijing Capital Airlines,Airbus A321 (Medium),22:10,0:30,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.98,0,1,1,1,1,1,1,1,680
Chengdu,Guangzhou,1390,CZ3428,China Southern Airlines,Airbus A321 (Medium),22:20,0:50,Shuangliu Airport,30.58461845,103.9652352,Baiyun Airport,23.19093714,113.2728721,0.92,0,1,1,1,1,1,1,1,640
Chengdu,Guilin,975,CA4323,Air China,Airbus A321 (Medium),8:35,10:05,Shuangliu Airport,30.58461845,103.9652352,Liangjiang Airport,25.22101289,110.0583873,0.88,13,1,1,1,1,1,1,1,510
Chengdu,Guilin,975,SC4764,Shandong Airlines,Boeing 737 (Medium),11:45,13:30,Shuangliu Airport,30.58461845,103.9652352,Liangjiang Airport,25.22101289,110.0583873,0.76,23,1,0,1,0,1,0,1,700
Chengdu,Guilin,975,CA4267,Air China,Airbus A320 (Medium),21:15,22:50,Shuangliu Airport,30.58461845,103.9652352,Liangjiang Airport,25.22101289,110.0583873,1.0,0,0,1,0,1,0,1,0,450
Chengdu,Guiyang,531,8L9645,Lucky Air,Other Aircraft Types,7:50,10:25,Shuangliu Airport,30.58461845,103.9652352,Longdongbao Airport,26.54688851,106.8048428,0.84,22,0,0,1,0,0,0,0,270
Chengdu,Guiyang,531,8L9645,Lucky Air,Other Aircraft Types,7:55,10:25,Shuangliu Airport,30.58461845,103.9652352,Longdongbao Airport,26.54688851,106.8048428,0.84,22,1,0,0,0,0,0,0,280
Chengdu,Guiyang,531,8L9645,Lucky Air,Other Aircraft Types,8:00,10:25,Shuangliu Airport,30.58461845,103.9652352,Longdongbao Airport,26.54688851,106.8048428,0.84,22,0,0,0,0,1,0,1,280
Chengdu,Guiyang,531,CA4439,Air China,Airbus A321 (Medium),8:25,9:30,Shuangliu Airport,30.58461845,103.9652352,Longdongbao Airport,26.54688851,106.8048428,0.85,15,1,1,1,1,1,1,1,300
Chengdu,Guiyang,531,G54149,China Express Airlines,Airbus A321 (Medium),8:25,9:30,Shuangliu Airport,30.58461845,103.9652352,Longdongbao Airport,26.54688851,106.8048428,0.85,16,1,1,1,1,1,1,1,300
Chengdu,Guiyang,531,CZ3768,China Southern Airlines,Boeing 737 (Medium),12:50,14:05,Shuangliu Airport,30.58461845,103.9652352,Longdongbao Airport,26.54688851,106.8048428,0.84,20,1,1,1,1,1,1,1,420
Chengdu,Guiyang,531,EU2731,Chengdu Airlines,Airbus A319 (Medium),14:30,15:35,Shuangliu Airport,30.58461845,103.9652352,Longdongbao Airport,26.54688851,106.8048428,0.93,9,1,1,1,1,1,1,1,380
Chengdu,Guiyang,531,CA4435,Air China,Airbus A320 (Medium),15:35,16:40,Shuangliu Airport,30.58461845,103.9652352,Longdongbao Airport,26.54688851,106.8048428,0.92,0,1,1,1,1,1,1,1,370
Chengdu,Guiyang,531,CZ3694,China Southern Airlines,Boeing 737 (Medium),18:50,20:10,Shuangliu Airport,30.58461845,103.9652352,Longdongbao Airport,26.54688851,106.8048428,0.54,70,1,1,1,1,1,1,1,380
Chengdu,Guiyang,531,CA4437,Air China,Airbus A319 (Medium),20:20,21:30,Shuangliu Airport,30.58461845,103.9652352,Longdongbao Airport,26.54688851,106.8048428,0.95,0,1,1,1,1,1,1,1,290
Chengdu,Guiyang,531,TV9825,Tibet Airlines,Airbus A320 (Medium),21:35,22:45,Shuangliu Airport,30.58461845,103.9652352,Longdongbao Airport,26.54688851,106.8048428,0.85,20,1,0,1,0,1,0,0,300
Chengdu,Guiyang,531,TV9825,Tibet Airlines,Airbus A320 (Medium),21:40,22:50,Shuangliu Airport,30.58461845,103.9652352,Longdongbao Airport,26.54688851,106.8048428,0.85,20,0,1,0,1,0,0,0,300
Chengdu,Guiyang,531,CZ3672,China Southern Airlines,Boeing 737 (Medium),23:00,0:10,Shuangliu Airport,30.58461845,103.9652352,Longdongbao Airport,26.54688851,106.8048428,0.8,18,1,1,1,1,1,1,1,270
Chengdu,Harbin,2710,ZH9485,Shenzhen Airlines,Airbus A320 (Medium),6:50,10:30,Shuangliu Airport,30.58461845,103.9652352,Taiping Airport,45.62907772,126.2496215,0.93,8,0,1,0,1,0,1,0,1160
Chengdu,Harbin,2710,ZH9485,Shenzhen Airlines,Airbus A320 (Medium),6:55,10:30,Shuangliu Airport,30.58461845,103.9652352,Taiping Airport,45.62907772,126.2496215,0.93,8,1,0,1,0,1,0,1,1080
Chengdu,Harbin,2710,CA4177,Air China,Airbus A321 (Medium),8:20,11:45,Shuangliu Airport,30.58461845,103.9652352,Taiping Airport,45.62907772,126.2496215,0.78,21,1,1,1,1,1,1,1,1070
Chengdu,Harbin,2710,DR6539,Ruili Airlines,Boeing 737 (Medium),9:35,15:30,Shuangliu Airport,30.58461845,103.9652352,Taiping Airport,45.62907772,126.2496215,0.64,33,0,1,0,1,0,1,0,1630
Chengdu,Harbin,2710,3U5077,Sichuan Airlines,Airbus A319 (Medium),10:30,16:35,Shuangliu Airport,30.58461845,103.9652352,Taiping Airport,45.62907772,126.2496215,0.82,17,1,1,1,1,1,1,1,1860
Chengdu,Harbin,2710,CZ9065,China Southern Airlines,Airbus A319 (Medium),10:30,16:35,Shuangliu Airport,30.58461845,103.9652352,Taiping Airport,45.62907772,126.2496215,0.82,17,1,1,1,1,1,1,1,1720
Chengdu,Harbin,2710,JR2295,Joy Air,Airbus A319 (Medium),10:30,16:35,Shuangliu Airport,30.58461845,103.9652352,Taiping Airport,45.62907772,126.2496215,0.82,17,1,1,1,1,1,1,1,1850
Chengdu,Harbin,2710,MU2295,China Eastern Airlines,Airbus A319 (Medium),10:30,16:35,Shuangliu Airport,30.58461845,103.9652352,Taiping Airport,45.62907772,126.2496215,0.82,17,1,1,1,1,1,1,1,1850
Chengdu,Harbin,2710,EU2275,Chengdu Airlines,Airbus A319 (Medium),10:55,18:00,Shuangliu Airport,30.58461845,103.9652352,Taiping Airport,45.62907772,126.2496215,0.92,10,0,0,0,0,0,1,0,1870
Chengdu,Harbin,2710,EU2275,Chengdu Airlines,Airbus A319 (Medium),11:45,18:00,Shuangliu Airport,30.58461845,103.9652352,Taiping Airport,45.62907772,126.2496215,0.92,10,0,1,0,1,0,0,0,1790
Chengdu,Harbin,2710,EU2281,Chengdu Airlines,Airbus A319 (Medium),11:45,18:00,Shuangliu Airport,30.58461845,103.9652352,Taiping Airport,45.62907772,126.2496215,0.96,0,1,0,1,0,1,0,1,1580
Chengdu,Harbin,2710,3U8843,Sichuan Airlines,Airbus A321 (Medium),14:50,20:25,Shuangliu Airport,30.58461845,103.9652352,Taiping Airport,45.62907772,126.2496215,0.95,0,0,1,0,1,0,1,0,1610
Chengdu,Harbin,2710,MU4483,China Eastern Airlines,Airbus A321 (Medium),14:50,20:25,Shuangliu Airport,30.58461845,103.9652352,Taiping Airport,45.62907772,126.2496215,0.95,0,0,1,0,1,0,1,0,1770
Chengdu,Harbin,2710,SC3003,Shandong Airlines,Airbus A321 (Medium),14:50,20:25,Shuangliu Airport,30.58461845,103.9652352,Taiping Airport,45.62907772,126.2496215,0.94,6,0,1,0,1,0,1,0,1790
Chengdu,Haikou,1757,3U8751,Sichuan Airlines,JET,7:55,10:25,Shuangliu Airport,30.58461845,103.9652352,Meilan Airport,19.94518993,110.4673336,0.91,12,1,0,1,0,1,0,1,860
Chengdu,Haikou,1757,3U8751,Sichuan Airlines,Airbus A321 (Medium),8:20,10:40,Shuangliu Airport,30.58461845,103.9652352,Meilan Airport,19.94518993,110.4673336,0.91,12,0,1,0,1,0,1,0,780
Chengdu,Haikou,1757,8L9609,Lucky Air,Other Aircraft Types,9:15,11:40,Shuangliu Airport,30.58461845,103.9652352,Meilan Airport,19.94518993,110.4673336,0.87,28,1,1,1,1,1,1,1,1130
Chengdu,Handan,1421,GJ8848,Loong Air,Airbus A320 (Medium),6:20,8:40,Shuangliu Airport,30.58461845,103.9652352,Handan Airport,36.53155155,114.4392512,0.71,70,1,0,1,0,1,0,1,670
Chengdu,Hangzhou,1699,GJ8792,Loong Air,Airbus A320 (Medium),6:00,9:40,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.9,17,0,1,0,1,0,1,0,790
Chengdu,Hangzhou,1699,GJ8848,Loong Air,Airbus A320 (Medium),6:20,11:05,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.69,70,1,0,1,0,1,0,1,810
Chengdu,Hangzhou,1699,EU2205,Chengdu Airlines,Airbus A319 (Medium),7:05,11:05,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.89,18,1,1,1,1,1,1,1,760
Chengdu,Hangzhou,1699,CA4519,Air China,JET,8:10,10:40,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.91,12,1,1,1,1,1,1,1,760
Chengdu,Hangzhou,1699,TV6531,Tibet Airlines,JET,8:10,10:40,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.91,12,1,1,1,1,1,1,1,720
Chengdu,Hangzhou,1699,ZH4519,Shenzhen Airlines,JET,8:10,10:40,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.91,12,1,1,1,1,1,1,1,840
Chengdu,Hangzhou,1699,EU2209,Chengdu Airlines,Airbus A319 (Medium),8:10,10:50,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.88,13,0,1,0,1,0,1,0,790
Chengdu,Hangzhou,1699,EU2209,Chengdu Airlines,Airbus A319 (Medium),8:15,10:50,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.88,13,1,0,1,0,1,0,1,810
Chengdu,Hangzhou,1699,CZ6343,China Southern Airlines,Embraer ERJ-190 (Medium),8:30,12:35,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.74,56,1,1,1,1,1,1,1,770
Chengdu,Hangzhou,1699,3U5031,Sichuan Airlines,Airbus A320 (Medium),9:05,11:45,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.81,18,1,1,1,1,1,1,1,1010
Chengdu,Hangzhou,1699,MU5499,China Eastern Airlines,Airbus A320 (Medium),9:05,11:45,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.81,18,1,1,1,1,1,1,1,1020
Chengdu,Hangzhou,1699,3U4084,Sichuan Airlines,Boeing 737 (Medium),12:35,15:15,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.68,21,1,1,1,1,1,1,1,1070
Chengdu,Hangzhou,1699,CZ5326,China Southern Airlines,Boeing 737 (Medium),12:35,15:15,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.68,21,1,1,1,1,1,1,1,1160
Chengdu,Hangzhou,1699,MF8424,Xiamen Airlines,Boeing 737 (Medium),12:35,15:15,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.68,21,1,1,1,1,1,1,1,1100
Chengdu,Hangzhou,1699,NS8424,Hebei Airlines,Boeing 737 (Medium),12:35,15:15,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.68,21,1,1,1,1,1,1,1,1020
Chengdu,Hangzhou,1699,CA3911,Air China,Airbus A319 (Medium),16:35,19:20,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.84,12,1,1,1,1,1,1,1,1030
Chengdu,Hangzhou,1699,TV9811,Tibet Airlines,Airbus A319 (Medium),16:35,19:20,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.84,12,1,1,1,1,1,1,1,1210
Chengdu,Hangzhou,1699,ZH3911,Shenzhen Airlines,Airbus A319 (Medium),16:35,19:20,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.84,12,1,1,1,1,1,1,1,1160
Chengdu,Hangzhou,1699,CA4533,Air China,Airbus A321 (Medium),18:15,20:45,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.8,15,1,1,1,1,1,1,1,1140
Chengdu,Hangzhou,1699,3U4082,Sichuan Airlines,Boeing 737 (Medium),20:10,0:05,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.85,12,1,1,1,1,1,1,1,750
Chengdu,Hangzhou,1699,CZ5354,China Southern Airlines,Boeing 737 (Medium),20:10,0:05,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.85,12,1,1,1,1,1,1,1,770
Chengdu,Hangzhou,1699,MF8454,Xiamen Airlines,Boeing 737 (Medium),20:10,0:05,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.85,12,1,1,1,1,1,1,1,750
Chengdu,Hangzhou,1699,NS8454,Hebei Airlines,Boeing 737 (Medium),20:10,0:05,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.85,12,1,1,1,1,1,1,1,830
Chengdu,Hangzhou,1699,GJ8886,Loong Air,Airbus A320 (Medium),20:30,0:30,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.97,0,0,1,0,1,0,1,0,820
Chengdu,Hangzhou,1699,3U8919,Sichuan Airlines,Airbus A320 (Medium),21:10,23:45,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.92,6,0,0,0,1,0,0,0,770
Chengdu,Hangzhou,1699,3U8919,Sichuan Airlines,Airbus A320 (Medium),21:10,23:45,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.92,6,1,1,1,0,1,1,1,780
Chengdu,Hangzhou,1699,MF5055,Xiamen Airlines,Airbus A320 (Medium),21:10,23:45,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.92,6,0,0,0,1,0,0,0,820
Chengdu,Hangzhou,1699,MF5055,Xiamen Airlines,Airbus A320 (Medium),21:10,23:45,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.92,6,1,1,1,0,1,1,1,800
Chengdu,Hangzhou,1699,MU3381,China Eastern Airlines,Airbus A320 (Medium),21:10,23:45,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.92,6,0,0,0,1,0,0,0,730
Chengdu,Hangzhou,1699,MU3381,China Eastern Airlines,Airbus A320 (Medium),21:10,23:45,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.92,6,1,1,1,0,1,1,1,740
Chengdu,Hangzhou,1699,GJ8778,Loong Air,Airbus A320 (Medium),22:20,2:05,Shuangliu Airport,30.58461845,103.9652352,Xiaoshan Airport,30.24722389,120.4414091,0.88,8,1,0,1,0,1,0,1,730
Chengdu,Hefei,1392,CA4521,Air China,Airbus A319 (Medium),8:30,10:35,Shuangliu Airport,30.58461845,103.9652352,Xinqiao Airport,31.992553,116.975718,0.8,21,1,1,1,1,1,1,1,610
Chengdu,Hefei,1392,TV6521,Tibet Airlines,Airbus A319 (Medium),8:30,10:35,Shuangliu Airport,30.58461845,103.9652352,Xinqiao Airport,31.992553,116.975718,0.8,21,1,1,1,1,1,1,1,610
Chengdu,Hefei,1392,ZH4521,Shenzhen Airlines,Airbus A319 (Medium),8:30,10:35,Shuangliu Airport,30.58461845,103.9652352,Xinqiao Airport,31.992553,116.975718,0.8,21,1,1,1,1,1,1,1,660
Chengdu,Hefei,1392,3U5025,Sichuan Airlines,Airbus A320 (Medium),11:00,13:15,Shuangliu Airport,30.58461845,103.9652352,Xinqiao Airport,31.992553,116.975718,0.85,17,0,1,0,0,0,0,0,900
Chengdu,Hefei,1392,MU5436,China Eastern Airlines,Airbus A320 (Medium),11:00,13:15,Shuangliu Airport,30.58461845,103.9652352,Xinqiao Airport,31.992553,116.975718,0.85,17,0,1,0,0,0,0,0,1010
Chengdu,Hefei,1392,3U5025,Sichuan Airlines,Airbus A320 (Medium),11:35,13:45,Shuangliu Airport,30.58461845,103.9652352,Xinqiao Airport,31.992553,116.975718,0.85,17,1,0,1,1,1,1,1,850
Chengdu,Hefei,1392,MU5436,China Eastern Airlines,Airbus A320 (Medium),11:35,13:45,Shuangliu Airport,30.58461845,103.9652352,Xinqiao Airport,31.992553,116.975718,0.85,17,1,0,1,1,1,1,1,980
Chengdu,Hefei,1392,MU2229,China Eastern Airlines,Airbus A319 (Medium),18:00,20:10,Shuangliu Airport,30.58461845,103.9652352,Xinqiao Airport,31.992553,116.975718,0.83,17,1,1,1,1,1,1,1,940
Chengdu,Huangshan,1617,FM9266,Shanghai Airlines,JET,19:25,22:00,Shuangliu Airport,30.58461845,103.9652352,Tunxi Airport,29.736128,118.267355,0.92,0,1,0,1,0,0,0,0,770
Chengdu,Huangshan,1617,MU9266,China Eastern Airlines,JET,19:25,22:00,Shuangliu Airport,30.58461845,103.9652352,Tunxi Airport,29.736128,118.267355,0.92,0,1,0,1,0,0,0,0,780
Chengdu,Huangshan,1617,FM9266,Shanghai Airlines,Boeing 737 (Medium),19:30,22:00,Shuangliu Airport,30.58461845,103.9652352,Tunxi Airport,29.736128,118.267355,0.92,0,0,0,0,0,1,0,0,730
Chengdu,Huangshan,1617,MU9266,China Eastern Airlines,Boeing 737 (Medium),19:30,22:00,Shuangliu Airport,30.58461845,103.9652352,Tunxi Airport,29.736128,118.267355,0.92,0,0,0,0,0,1,0,0,800
Chengdu,Hohhot,1587,CA1654,Air China,Boeing 737 (Medium),21:10,23:25,Shuangliu Airport,30.58461845,103.9652352,Baita Airport,40.86199118,111.8277069,0.91,9,1,1,1,1,1,1,1,730
Chengdu,Hohhot,1587,G54260,China Express Airlines,Boeing 737 (Medium),21:10,23:25,Shuangliu Airport,30.58461845,103.9652352,Baita Airport,40.86199118,111.8277069,0.91,9,1,1,1,1,1,1,1,780
Chengdu,Hohhot,1587,ZH1654,Shenzhen Airlines,Boeing 737 (Medium),21:10,23:25,Shuangliu Airport,30.58461845,103.9652352,Baita Airport,40.86199118,111.8277069,0.91,9,1,1,1,1,1,1,1,790
Chengdu,Huizhou,1326,CA4221,Air China,Airbus A319 (Medium),18:20,20:40,Shuangliu Airport,30.58461845,103.9652352,Shuangliu Airport,23.05475395,114.6027015,0.96,0,1,1,1,1,1,1,1,870
Chengdu,Jieyang,1700,CA4373,Air China,Boeing 737 (Medium),17:15,19:50,Shuangliu Airport,30.58461845,103.9652352,Shuangliu Airport,23.552813,116.516021,0.93,0,1,1,1,1,1,1,1,1120
Chengdu,Jieyang,1700,TV6771,Tibet Airlines,Boeing 737 (Medium),17:15,19:50,Shuangliu Airport,30.58461845,103.9652352,Shuangliu Airport,23.552813,116.516021,0.93,0,1,1,1,1,1,1,1,1200
Chengdu,Jieyang,1700,ZH4373,Shenzhen Airlines,Boeing 737 (Medium),17:15,19:50,Shuangliu Airport,30.58461845,103.9652352,Shuangliu Airport,23.552813,116.516021,0.93,0,1,1,1,1,1,1,1,1090
Chengdu,Jieyang,1700,CZ3866,China Southern Airlines,Boeing 737 (Medium),20:50,23:30,Shuangliu Airport,30.58461845,103.9652352,Shuangliu Airport,23.552813,116.516021,0.81,15,1,1,1,0,1,0,0,810
Chengdu,Jieyang,1700,CZ3866,China Southern Airlines,Boeing 737 (Medium),21:05,23:45,Shuangliu Airport,30.58461845,103.9652352,Shuangliu Airport,23.552813,116.516021,0.81,15,0,0,0,1,0,1,1,730
Chengdu,Jinan,1419,EU2719,Chengdu Airlines,Airbus A319 (Medium),7:20,9:35,Shuangliu Airport,30.58461845,103.9652352,Yaoqiang Airport,36.85781551,117.2202663,0.76,41,1,1,1,1,1,1,1,660
Chengdu,Jinan,1419,EU2287,Chengdu Airlines,Airbus A319 (Medium),7:35,9:50,Shuangliu Airport,30.58461845,103.9652352,Yaoqiang Airport,36.85781551,117.2202663,0.58,41,1,1,1,1,1,1,1,700
Chengdu,Jinan,1419,3U8811,Sichuan Airlines,Airbus A321 (Medium),8:25,10:40,Shuangliu Airport,30.58461845,103.9652352,Yaoqiang Airport,36.85781551,117.2202663,0.79,32,1,1,1,1,1,1,1,620
Chengdu,Jinan,1419,G56546,China Express Airlines,Airbus A321 (Medium),8:25,10:40,Shuangliu Airport,30.58461845,103.9652352,Yaoqiang Airport,36.85781551,117.2202663,0.79,32,1,1,1,1,1,1,1,640
Chengdu,Jinan,1419,SC3001,Shandong Airlines,Airbus A321 (Medium),8:25,10:40,Shuangliu Airport,30.58461845,103.9652352,Yaoqiang Airport,36.85781551,117.2202663,0.79,32,1,1,1,1,1,1,1,670
Chengdu,Jinan,1419,3U8843,Sichuan Airlines,Airbus A321 (Medium),14:50,17:10,Shuangliu Airport,30.58461845,103.9652352,Yaoqiang Airport,36.85781551,117.2202663,0.9,7,0,1,0,1,0,1,0,930
Chengdu,Jinan,1419,MU4483,China Eastern Airlines,Airbus A321 (Medium),14:50,17:10,Shuangliu Airport,30.58461845,103.9652352,Yaoqiang Airport,36.85781551,117.2202663,0.9,7,0,1,0,1,0,1,0,880
Chengdu,Jinan,1419,SC3003,Shandong Airlines,Airbus A321 (Medium),14:50,17:10,Shuangliu Airport,30.58461845,103.9652352,Yaoqiang Airport,36.85781551,117.2202663,0.9,7,0,1,0,1,0,1,0,920
Chengdu,Jinan,1419,TV9929,Tibet Airlines,Airbus A319 (Medium),16:25,18:40,Shuangliu Airport,30.58461845,103.9652352,Yaoqiang Airport,36.85781551,117.2202663,0.9,7,1,1,1,1,1,1,1,990
Chengdu,Jinan,1419,8L9615,Lucky Air,Other Aircraft Types,17:10,19:25,Shuangliu Airport,30.58461845,103.9652352,Yaoqiang Airport,36.85781551,117.2202663,0.94,11,1,1,1,1,1,1,1,860
Chengdu,Jinan,1419,CA4527,Air China,Airbus A321 (Medium),18:10,20:25,Shuangliu Airport,30.58461845,103.9652352,Yaoqiang Airport,36.85781551,117.2202663,0.87,6,1,1,1,1,1,1,1,1020
Chengdu,Jinan,1419,SC4527,Shandong Airlines,Airbus A321 (Medium),18:10,20:25,Shuangliu Airport,30.58461845,103.9652352,Yaoqiang Airport,36.85781551,117.2202663,0.87,6,1,1,1,1,1,1,1,1000
Chengdu,Jinan,1419,TV6527,Tibet Airlines,Airbus A321 (Medium),18:10,20:25,Shuangliu Airport,30.58461845,103.9652352,Yaoqiang Airport,36.85781551,117.2202663,0.87,6,1,1,1,1,1,1,1,940
Chengdu,Jinan,1419,ZH4527,Shenzhen Airlines,Airbus A321 (Medium),18:10,20:25,Shuangliu Airport,30.58461845,103.9652352,Yaoqiang Airport,36.85781551,117.2202663,0.87,6,1,1,1,1,1,1,1,980
Chengdu,Jingdezhen,2407,CA4936,Air China,Boeing 737 (Medium),20:30,22:55,Shuangliu Airport,30.58461845,103.9652352,Jingdezhen Airport,29.34016931,117.1910311,1.0,0,1,0,1,0,1,0,1,1060
Chengdu,Jingdezhen,2407,SC4936,Shandong Airlines,Boeing 737 (Medium),20:30,22:55,Shuangliu Airport,30.58461845,103.9652352,Jingdezhen Airport,29.34016931,117.1910311,1.0,0,1,0,1,0,1,0,1,1080
Chengdu,Jinggangshan,1312,EU2735,Chengdu Airlines,Airbus A319 (Medium),7:50,9:50,Shuangliu Airport,30.58461845,103.9652352,Jinggangshan Airport,26.63314954,114.1254392,0.89,15,1,1,1,1,1,1,1,660
Chengdu,Jining,1390,EU2709,Chengdu Airlines,Airbus A319 (Medium),7:20,9:25,Shuangliu Airport,30.58461845,103.9652352,Jining Airport,35.40212166,116.6007976,0.84,48,0,1,0,1,0,1,0,640
Chengdu,Jining,1390,EU2723,Chengdu Airlines,Airbus A319 (Medium),8:10,10:15,Shuangliu Airport,30.58461845,103.9652352,Jining Airport,35.40212166,116.6007976,0.64,42,1,0,1,0,1,0,1,650
Chengdu,Kangding,283,3U8359,Sichuan Airlines,Airbus A319 (Medium),6:55,8:00,Shuangliu Airport,30.58461845,103.9652352,Shuangliu Airport,30.14617884,101.747279,0.7,32,0,0,1,0,0,0,0,180
